#Please import the downloaded file into Excel 2007 or above version
Family	Family_type	Sequence_Acc	Domains	Sequence_Annotation
BED-type(Zn)	transcription factor/ chromatin remodeling	Potra2n15c28230.1	IPR003656	protein AED:0.17 eAED:0.17 QI:475|0.9|0.90|1|1|1|11|1112|991
BED-type(Zn)	transcription factor/ chromatin remodeling	Potra2n15c28230.2	IPR003656	protein AED:0.18 eAED:0.18 QI:475|0.9|0.90|1|0.9|0.90|11|1112|944
AUX-IAA	transcription factor interactor and regulator	Potra2n15c28256.1	IPR011525	protein AED:0.37 eAED:0.37 QI:0|0|0|1|0|0.5|2|0|93
AUX-IAA	transcription factor interactor and regulator	Potra2n15c28253.1	IPR011525	protein AED:0.48 eAED:0.48 QI:0|0|0|1|0|0|2|0|116
bHLH	transcription factor	Potra2n15c28204.1	IPR005202,IPR011598	protein AED:0.12 eAED:0.12 QI:1374|0.77|0.9|0.9|0.77|0.7|10|227|542
GRAS	transcription factor	Potra2n15c28204.1	IPR005202,IPR011598	protein AED:0.12 eAED:0.12 QI:1374|0.77|0.9|0.9|0.77|0.7|10|227|542
bHLH	transcription factor	Potra2n15c28204.2	IPR005202,IPR011598	protein AED:0.07 eAED:0.07 QI:1756|0.75|0.88|0.88|0.87|0.77|9|228|542
GRAS	transcription factor	Potra2n15c28204.2	IPR005202,IPR011598	protein AED:0.07 eAED:0.07 QI:1756|0.75|0.88|0.88|0.87|0.77|9|228|542
LFY	transcription factor	Potra2n15c28209.1	IPR002910	protein AED:0.32 eAED:0.32 QI:0|0|0.16|1|0.2|0.16|6|0|399
LFY	transcription factor	Potra2n15c28209.2	IPR002910	protein AED:0.33 eAED:0.33 QI:0|0|0|1|0.66|0.75|4|0|363
LFY	transcription factor	Potra2n15c28209.3	IPR002910	protein AED:0.22 eAED:0.22 QI:0|0.5|0.66|1|0|0|3|1088|238
LFY	transcription factor	Potra2n15c28209.4	IPR002910	protein AED:0.45 eAED:0.45 QI:0|0|0|1|1|0.5|2|0|111
MYB	transcription factor	Potra2n15c28223.1	IPR017877	protein AED:0.28 eAED:0.28 QI:903|0|1|1|0|0.5|2|346|339
MYB	transcription factor	Potra2n15c28223.2	IPR017877	protein AED:0.34 eAED:0.34 QI:251|0|0.5|1|1|1|2|346|346
WD40-like	transcription factor	Potra2n15c28216.1	IPR001680,IPR017986	protein AED:0.13 eAED:0.13 QI:164|0.85|1|1|0.57|0.62|8|533|618
WD40-like	transcription factor	Potra2n15c28216.2	IPR001680,IPR017986	protein AED:0.15 eAED:0.15 QI:164|1|0.87|1|0.57|0.62|8|533|579
Hap3/NF-YB	transcription factor	Potra2n15c28221.1	IPR009072	protein AED:0.27 eAED:0.27 QI:388|1|1|1|0.4|0.16|6|479|136
Hap3/NF-YB	transcription factor	Potra2n15c28221.2	IPR009072	protein AED:0.22 eAED:0.22 QI:388|1|1|1|0.5|0.4|5|755|136
SBP	transcription factor	Potra2n15c28293.1	IPR004333	protein AED:0.16 eAED:0.16 QI:960|1|1|1|0.5|0.4|5|458|381
SBP	transcription factor	Potra2n15c28293.2	IPR004333	protein AED:0.14 eAED:0.14 QI:1089|1|1|1|0.66|0.5|4|458|381
WRKY	transcription factor	Potra2n15c28290.1	IPR003657	protein AED:0.16 eAED:0.16 QI:248|1|1|1|1|1|2|1976|178
B3-Domain	transcription factor	Potra2n4c8497.1	IPR003340	protein AED:0.11 eAED:0.11 QI:0|0|0.5|1|0|0.5|2|176|164
MYB-HB-like	transcription factor	Potra2n15c28277.1	IPR001005,IPR009057,IPR017884	protein AED:0.22 eAED:0.22 QI:425|0.75|0.88|1|0.87|0.77|9|236|583
MYB/SANT	transcription factor	Potra2n15c28277.1	IPR001005,IPR009057,IPR017884	protein AED:0.22 eAED:0.22 QI:425|0.75|0.88|1|0.87|0.77|9|236|583
MYB-HB-like	transcription factor	Potra2n15c28277.2	IPR001005,IPR009057,IPR017884	protein AED:0.20 eAED:0.20 QI:425|0.71|0.87|1|1|1|8|472|583
MYB/SANT	transcription factor	Potra2n15c28277.2	IPR001005,IPR009057,IPR017884	protein AED:0.20 eAED:0.20 QI:425|0.71|0.87|1|1|1|8|472|583
MADS-MIKC	transcription factor	Potra2n15c28298.1	IPR002100,IPR002487	protein AED:0.08 eAED:0.08 QI:112|1|1|1|0|0|8|1991|205
MADS-MIKC	transcription factor	Potra2n15c28298.2	IPR002100,IPR002487	protein AED:0.05 eAED:0.05 QI:112|1|1|1|0|0|7|2228|177
MADS-MIKC	transcription factor	Potra2n15c28298.3	IPR002100,IPR002487	protein AED:0.09 eAED:0.09 QI:112|0.8|1|1|0|0|6|1991|177
MADS-MIKC	transcription factor	Potra2n15c28298.4	IPR002100,IPR002487	protein AED:0.40 eAED:0.41 QI:112|0.75|0.8|1|0|0|5|0|169
NAM	transcription factor	Potra2n15c28262.1	IPR003441	protein AED:0.31 eAED:0.31 QI:192|1|1|1|1|1|2|70|164
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.1	IPR008984	protein AED:0.12 eAED:0.12 QI:53|0.96|0.96|1|0.75|0.73|30|379|1217
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.2	IPR008984	protein AED:0.11 eAED:0.11 QI:53|0.96|0.96|1|0.78|0.79|29|379|1251
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.3	IPR008984	protein AED:0.11 eAED:0.11 QI:141|0.96|0.96|1|0.78|0.79|29|379|1217
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.4	IPR008984	protein AED:0.08 eAED:0.08 QI:53|0.96|0.96|1|0.81|0.85|28|658|1251
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.5	IPR008984	protein AED:0.08 eAED:0.08 QI:141|0.96|0.96|1|0.81|0.85|28|658|1217
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.6	IPR008984	protein AED:0.12 eAED:0.10 QI:53|0.96|0.92|1|0.81|0.85|28|379|1283
FHA-SMAD	transcription factor interactor and regulator	Potra2n15c28344.7	IPR008984	protein AED:0.07 eAED:0.07 QI:141|0.96|0.96|1|0.84|0.92|27|658|1251
WD40-like	transcription factor	Potra2n15c28350.1	IPR001680,IPR017986,IPR019775	protein AED:0.16 eAED:0.09 QI:222|0.5|0.46|0.92|1|1|13|0|930
SAP	transcription regulator	Potra2n15c28340.1	IPR003034	protein AED:0.34 eAED:0.34 QI:805|0.66|0.85|0.85|0.66|0.57|7|1202|181
Hap3/NF-YB	transcription factor	Potra2n15c28309.1	IPR003958,IPR009072	protein AED:0.32 eAED:0.34 QI:243|0|0.66|1|0|0.66|3|969|289
Hap3/NF-YB	transcription factor	Potra2n15c28309.2	IPR003958,IPR009072	protein AED:0.34 eAED:0.34 QI:0|0|0.5|1|0|0.5|2|969|285
MYB-HB-like	transcription factor	Potra2n15c28335.1	IPR001005,IPR009057,IPR017877	protein AED:0.33 eAED:0.36 QI:0|0|0|1|0|0|2|0|702
TAZ	transcription factor and/or regulators	Potra2n15c28409.1	IPR000197	protein AED:0.23 eAED:0.23 QI:0|0|0.25|1|1|1|4|1053|288
BTB-POZ	chromatin remodeling & transcription regulator	Potra2n15c28408.1	IPR000210,IPR011333	protein AED:0.41 eAED:0.39 QI:127|1|0.75|1|0.66|0.5|4|0|202
C2H2	transcription factor	Potra2n15c28423.1	IPR001841	protein AED:0.30 eAED:0.30 QI:0|0.75|0.69|1|0.91|0.84|13|132|557
C2H2	transcription factor	Potra2n15c28423.2	IPR001841	protein AED:0.28 eAED:0.28 QI:0|0.81|0.75|1|0.90|0.83|12|644|456
C2H2	transcription factor	Potra2n15c28423.3	IPR001841	protein AED:0.19 eAED:0.19 QI:1079|0.9|0.90|1|0.8|0.63|11|644|378
WD40-like	transcription factor	Potra2n15c28413.1	IPR001680,IPR017986,IPR019775	protein AED:0.26 eAED:0.26 QI:0|0.7|0.54|1|0.5|0.72|11|849|962
WD40-like	transcription factor	Potra2n15c28413.2	IPR001680,IPR017986,IPR019775	protein AED:0.34 eAED:0.34 QI:0|0.6|0.5|1|0.4|0.5|6|849|552
Bromodomain	chromatin remodeler	Potra2n15c28363.1	IPR001487	protein AED:0.14 eAED:0.14 QI:0|0.8|0.81|1|0.7|0.72|11|723|816
Bromodomain	chromatin remodeler	Potra2n15c28363.2	IPR001487	protein AED:0.14 eAED:0.14 QI:0|0.8|0.81|0.90|0.7|0.72|11|723|816
Bromodomain	chromatin remodeler	Potra2n15c28363.3	IPR001487	protein AED:0.15 eAED:0.15 QI:0|0.9|0.90|1|0.8|0.81|11|723|797
Bromodomain	chromatin remodeler	Potra2n15c28363.4	IPR001487	protein AED:0.03 eAED:0.03 QI:1064|1|1|1|0.88|1|10|723|789
Bromodomain	chromatin remodeler	Potra2n15c28363.5	IPR001487	protein AED:0.05 eAED:0.05 QI:1064|0.87|0.88|1|0.75|0.88|9|723|729
C2H2	transcription factor	Potra2n15c28388.1	IPR001841,IPR017907	protein AED:0.20 eAED:0.20 QI:403|0.8|0.66|1|0.2|0.33|6|540|267
C2H2	transcription factor	Potra2n15c28388.2	IPR001841,IPR017907	protein AED:0.18 eAED:0.18 QI:403|0.75|0.6|1|0.25|0.6|5|656|267
JmjC	transcription factor & chromatin remodeling &Metalloenzymes	Potra2n15c28395.1	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.09 eAED:0.09 QI:172|1|1|1|0.85|0.75|8|524|1690
JmjN	transcription factor & chromatin remodeling	Potra2n15c28395.1	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.09 eAED:0.09 QI:172|1|1|1|0.85|0.75|8|524|1690
JUMONJI	transcription factor & chromatin remodeling	Potra2n15c28395.1	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.09 eAED:0.09 QI:172|1|1|1|0.85|0.75|8|524|1690
JmjC	transcription factor & chromatin remodeling &Metalloenzymes	Potra2n15c28395.2	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.07 eAED:0.07 QI:485|1|1|1|1|1|7|524|1690
JmjN	transcription factor & chromatin remodeling	Potra2n15c28395.2	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.07 eAED:0.07 QI:485|1|1|1|1|1|7|524|1690
JUMONJI	transcription factor & chromatin remodeling	Potra2n15c28395.2	IPR003347,IPR003349,IPR007087,IPR015880	protein AED:0.07 eAED:0.07 QI:485|1|1|1|1|1|7|524|1690
WD40-like	transcription factor	Potra2n15c28357.1	IPR001680,IPR017986,IPR019775	protein AED:0.14 eAED:0.14 QI:26|1|1|1|0.91|0.84|13|512|521
WD40-like	transcription factor	Potra2n15c28357.2	IPR001680,IPR017986,IPR019775	protein AED:0.10 eAED:0.10 QI:531|1|1|1|1|1|12|512|424
C3H	transcription factor	Potra2n15c28393.1	IPR000571	protein AED:0.35 eAED:0.35 QI:209|0.66|0.57|0.85|0.33|0.57|7|0|517
C3H	transcription factor	Potra2n15c28393.2	IPR000571	protein AED:0.23 eAED:0.23 QI:209|0.8|0.83|1|0.4|0.83|6|666|470
C2H2	transcription factor	Potra2n15c28381.1	IPR007087,IPR015880	protein AED:0.24 eAED:0.24 QI:221|1|1|1|0.66|0.8|10|645|268
AS2-LOB	transcription factor	Potra2n15c28472.1	IPR004883	protein AED:0.18 eAED:0.18 QI:394|1|1|1|0|0.5|2|634|185
MYB-HB-like	transcription factor	Potra2n15c28466.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.05 eAED:0.05 QI:370|1|1|1|1|1|3|339|371
LIM	transcription factor interactor and regulator	Potra2n15c28517.1	IPR001781	protein AED:0.06 eAED:0.06 QI:466|1|1|1|1|1|5|234|1073
LIM	transcription factor interactor and regulator	Potra2n15c28517.2	IPR001781	protein AED:0.00 eAED:0.00 QI:466|1|1|1|1|0.75|4|1374|855
JmjC	transcription factor & chromatin remodeling &Metalloenzymes	Potra2n15c28488.1	IPR003347	protein AED:0.33 eAED:0.33 QI:299|0.87|0.88|1|0.87|0.88|9|786|490
JmjC	transcription factor & chromatin remodeling &Metalloenzymes	Potra2n15c28488.2	IPR003347	protein AED:0.33 eAED:0.33 QI:299|0.85|0.87|1|0.71|0.87|8|786|455
WD40-like	transcription factor	Potra2n15c28505.1	IPR001680,IPR017986	protein AED:0.35 eAED:0.35 QI:84|0.73|0.75|1|0.53|0.62|16|0|638
WD40-like	transcription factor	Potra2n15c28505.2	IPR001680,IPR017986	protein AED:0.36 eAED:0.36 QI:84|0.85|0.8|1|0.64|0.66|15|0|584
WD40-like	transcription factor	Potra2n15c28505.3	IPR001680,IPR017986	protein AED:0.23 eAED:0.23 QI:84|0.76|0.85|1|0.53|0.57|14|2018|472
WD40-like	transcription factor	Potra2n15c28505.4	IPR001680	protein AED:0.45 eAED:0.45 QI:0|0.66|0.57|1|0.33|0.42|7|0|199
MADS-type1	transcription factor	Potra2n4c8491.1	IPR002100	protein AED:0.13 eAED:0.13 QI:0|-1|1|1|-1|1|1|0|169
MYB-HB-like	transcription factor	Potra2n4c8489.1	IPR001005,IPR006447,IPR009057	protein AED:0.20 eAED:0.20 QI:34|1|1|1|0.83|0.71|7|109|296
Homobox-WOX	transcription factor	Potra2n15c28507.1	IPR001356,IPR005540,IPR005541,IPR008422,IPR009057	protein AED:0.36 eAED:0.36 QI:0|0.6|0.5|1|1|1|6|431|330
Homeodomain-TALE-KNOX	transcription factor	Potra2n15c28507.1	IPR001356,IPR005540,IPR005541,IPR008422,IPR009057	protein AED:0.36 eAED:0.36 QI:0|0.6|0.5|1|1|1|6|431|330
MYB-HB-like	transcription factor	Potra2n4c8489.2	IPR001005,IPR006447,IPR009057	protein AED:0.15 eAED:0.15 QI:34|1|1|1|1|1|6|305|296
MYB-HB-like	transcription factor	Potra2n15c28524.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.00 eAED:0.00 QI:147|1|1|1|1|1|3|0|436
C2C2-Dof	transcription factor	Potra2n15c28529.1	IPR003851	protein AED:0.08 eAED:0.08 QI:364|1|1|1|1|1|2|595|313
MYB-HB-like	transcription factor	Potra2n15c28537.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.15 eAED:0.15 QI:276|1|1|1|0.66|0.5|4|128|188
MYB-HB-like	transcription factor	Potra2n15c28537.2	IPR001005,IPR009057,IPR015495,IPR017877,IPR017930	protein AED:0.19 eAED:0.19 QI:0|0.33|0.5|1|0.33|0.5|4|128|242
MYB-HB-like	transcription factor	Potra2n15c28537.3	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.22 eAED:0.22 QI:0|1|0.66|1|1|1|3|128|216
MADS-type1	transcription factor	Potra2n15c28523.1	IPR002100	protein AED:0.18 eAED:0.18 QI:0|-1|0|1|-1|1|1|0|236
MYB-HB-like	transcription factor	Potra2n15c28538.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.20 eAED:0.20 QI:197|1|1|1|0.66|0.5|4|607|212
MYB-HB-like	transcription factor	Potra2n15c28538.2	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.18 eAED:0.18 QI:291|1|1|1|1|1|3|607|212
bHLH	transcription factor	Potra2n15c28549.1	IPR011598	protein AED:0.24 eAED:0.26 QI:312|0.62|0.77|1|0.37|0.66|9|1060|205
bHLH	transcription factor	Potra2n15c28549.2	IPR011598	protein AED:0.10 eAED:0.10 QI:2252|1|1|1|0.16|0.28|7|347|178
bHLH	transcription factor	Potra2n15c28549.3	IPR011598	protein AED:0.25 eAED:0.25 QI:312|1|1|1|0.33|0.57|7|1060|178
bHLH	transcription factor	Potra2n15c28549.4	IPR011598	protein AED:0.30 eAED:0.30 QI:312|0.66|1|1|1|1|4|347|290
bHLH	transcription factor	Potra2n15c28549.5	IPR011598	protein AED:0.37 eAED:0.37 QI:134|1|1|1|0.33|0.5|4|347|178
bHLH	transcription factor	Potra2n15c28549.6	IPR011598	protein AED:0.35 eAED:0.35 QI:312|1|1|1|0.5|0.66|3|290|178
C2H2	transcription factor	Potra2n15c28559.1	IPR001841,IPR018957	protein AED:0.18 eAED:0.22 QI:978|0|0.5|1|0|0|2|0|413
C2H2	transcription factor	Potra2n15c28546.1	IPR001841,IPR018957	protein AED:0.27 eAED:0.27 QI:215|1|1|1|0.81|0.66|12|555|380
RR-A-type	response regulator and putative novel transcription factor	Potra2n15c28594.1	IPR001789	protein AED:0.38 eAED:0.38 QI:289|1|1|1|0.8|0.66|6|751|210
WD40-like	transcription factor	Potra2n15c28597.1	IPR001680,IPR017986,IPR019775	protein AED:0.11 eAED:0.11 QI:627|1|1|1|0.5|0.4|5|1887|795
WD40-like	transcription factor	Potra2n15c28597.2	IPR001680,IPR017986,IPR019775	protein AED:0.05 eAED:0.05 QI:627|1|1|1|0.66|0.75|4|2615|795
WD40-like	transcription factor	Potra2n15c28597.3	IPR001680,IPR017986,IPR019775	protein AED:0.07 eAED:0.07 QI:323|1|1|1|1|1|3|2615|795
E2F-DP	transcription factor	Potra2n15c28590.1	IPR003316,IPR015633	protein AED:0.25 eAED:0.25 QI:169|0.76|0.78|1|0.76|0.64|14|0|506
E2F-DP	transcription factor	Potra2n15c28590.2	IPR003316,IPR015633	protein AED:0.28 eAED:0.28 QI:169|0.84|0.92|1|0.84|0.71|14|83|404
E2F-DP	transcription factor	Potra2n15c28590.3	IPR003316,IPR015633	protein AED:0.17 eAED:0.17 QI:169|0.83|0.92|1|0.91|0.84|13|846|404
E2F-DP	transcription factor	Potra2n15c28590.4	IPR003316,IPR015633	protein AED:0.22 eAED:0.22 QI:343|0.75|0.76|1|0.83|0.76|13|0|506
E2F-DP	transcription factor	Potra2n15c28590.5	IPR003316,IPR015633	protein AED:0.26 eAED:0.26 QI:343|0.83|0.92|1|0.91|0.84|13|83|404
E2F-DP	transcription factor	Potra2n15c28590.6	IPR003316,IPR015633	protein AED:0.22 eAED:0.22 QI:169|1|1|1|0.81|0.66|12|678|357
E2F-DP	transcription factor	Potra2n15c28590.7	IPR003316,IPR015633	protein AED:0.19 eAED:0.19 QI:343|1|1|1|0.9|0.81|11|678|357
E2F-DP	transcription factor	Potra2n15c28590.8	IPR003316,IPR015633	protein AED:0.06 eAED:0.06 QI:341|1|1|1|1|1|10|1532|357
WD40-like	transcription factor	Potra2n15c28584.1	IPR001680,IPR017986	protein AED:0.15 eAED:0.15 QI:0|-1|0|1|-1|1|1|0|405
LIM	transcription factor interactor and regulator	Potra2n15c28570.1	IPR001781	protein AED:0.30 eAED:0.30 QI:0|0.57|0.62|1|0.57|0.75|8|553|276
LIM	transcription factor interactor and regulator	Potra2n15c28570.2	IPR001781	protein AED:0.32 eAED:0.32 QI:0|0.83|0.71|1|0.83|0.85|7|553|244
LIM	transcription factor interactor and regulator	Potra2n15c28570.3	IPR001781	protein AED:0.43 eAED:0.43 QI:0|0.75|0.4|1|0.75|0.8|5|0|158
LIM	transcription factor interactor and regulator	Potra2n15c28570.4	IPR001781	protein AED:0.24 eAED:0.24 QI:918|1|1|1|1|0.66|3|553|113
C2H2	transcription factor	Potra2n15c28631.1	IPR001841	protein AED:0.16 eAED:0.16 QI:892|1|1|1|0.76|0.78|14|1278|1274
C2H2	transcription factor	Potra2n15c28631.2	IPR001841	protein AED:0.18 eAED:0.18 QI:891|1|1|1|0.83|0.84|13|872|1274
C2H2	transcription factor	Potra2n15c28631.3	IPR001841	protein AED:0.10 eAED:0.10 QI:892|1|1|1|0.72|0.66|12|2508|1200
MYB-HB-like	transcription factor	Potra2n15c28607.1	IPR001005,IPR006447,IPR009057,IPR017930	protein AED:0.12 eAED:0.12 QI:490|0.25|0.6|1|1|1|5|1013|341
DDT	transcription factor & chromatin remodeling	Potra2n15c28625.1	IPR004022,IPR018500	protein AED:0.12 eAED:0.09 QI:311|0.85|0.86|1|0.71|0.66|15|2262|779
DDT	transcription factor & chromatin remodeling	Potra2n15c28625.2	IPR004022,IPR018500	protein AED:0.06 eAED:0.03 QI:310|0.84|0.85|1|0.76|0.71|14|2989|779
DDT	transcription factor & chromatin remodeling	Potra2n15c28625.3	IPR004022,IPR018500	protein AED:0.02 eAED:-0.01 QI:311|0.83|0.84|1|0.83|0.76|13|3368|779
DDT	transcription factor & chromatin remodeling	Potra2n15c28625.4	IPR004022,IPR018500	protein AED:0.02 eAED:-0.01 QI:311|0.81|0.83|1|0.90|0.91|12|3458|779
C2H2	transcription factor	Potra2n15c28600.1	IPR001841	protein AED:0.06 eAED:0.06 QI:170|1|1|1|0.66|0.5|4|1176|351
C2H2	transcription factor	Potra2n15c28600.2	IPR001841	protein AED:0.00 eAED:0.00 QI:170|1|1|1|1|1|3|1474|351
MYB-HB-like	transcription factor	Potra2n15c28619.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.06 eAED:0.06 QI:496|0.33|0.75|1|1|1|4|216|432
C2H2	transcription factor	Potra2n15c28633.1	IPR007087	protein AED:0.11 eAED:0.11 QI:339|1|1|1|1|1|15|1078|1575
AS2-LOB	transcription factor	Potra2n15c28632.1	IPR004883	protein AED:0.16 eAED:0.16 QI:422|1|1|1|1|1|2|868|269
bHLH	transcription factor	Potra2n15c28616.1	IPR011598	protein AED:0.26 eAED:0.26 QI:269|1|1|1|0.83|0.71|7|391|274
WRKY	transcription factor	Potra2n15c28653.1	IPR003657	protein AED:0.18 eAED:0.18 QI:122|1|1|1|1|1|6|205|631
Homobox-WOX	transcription factor	Potra2n15c28644.1	IPR001356,IPR009057	protein AED:0.22 eAED:0.22 QI:600|0.25|0.2|1|0.25|0.2|5|0|371
BED-type(Zn)	transcription factor/ chromatin remodeling	Potra2n4c8481.1	IPR003656	protein AED:0.54 eAED:0.60 QI:0|0|0|0.66|0.5|0.66|3|0|165
bHLH	transcription factor	Potra2n15c28660.1	IPR011598	protein AED:0.02 eAED:0.02 QI:0|1|1|1|1|1|2|0|91
WD40-like	transcription factor	Potra2n9c18852.1	IPR001680,IPR017986,IPR019775	protein AED:0.12 eAED:0.12 QI:488|1|1|1|0.8|0.72|11|438|1040
BED-type(Zn)	transcription factor/ chromatin remodeling	Potra2n4c8481.2	IPR003656	protein AED:0.41 eAED:0.56 QI:0|0|0|1|0|0.5|2|0|361
C2C2-CO-like	transcription factor	Potra2n15c28673.1	IPR001789,IPR010402	protein AED:0.13 eAED:0.13 QI:614|1|1|1|0.7|0.54|11|747|692
RR-A-type	response regulator and putative novel transcription factor	Potra2n15c28673.1	IPR001789,IPR010402	protein AED:0.13 eAED:0.13 QI:614|1|1|1|0.7|0.54|11|747|692
C2C2-CO-like	transcription factor	Potra2n15c28673.2	IPR001789,IPR010402	protein AED:0.10 eAED:0.10 QI:625|1|1|1|1|1|8|1023|692
RR-A-type	response regulator and putative novel transcription factor	Potra2n15c28673.2	IPR001789,IPR010402	protein AED:0.10 eAED:0.10 QI:625|1|1|1|1|1|8|1023|692
SBP	transcription factor	Potra2n15c28687.1	IPR004333	protein AED:0.24 eAED:0.24 QI:811|0.66|0.75|1|0.33|0.75|4|0|523
SBP	transcription factor	Potra2n15c28687.2	IPR004333	protein AED:0.17 eAED:0.17 QI:811|1|1|1|1|1|3|661|489
TCP	transcription factor	Potra2n15c28696.1	IPR005333,IPR017887	protein AED:0.16 eAED:0.17 QI:0|0|0.5|1|1|1|2|691|410
C2H2	transcription factor	Potra2n15c28711.1	IPR001841,IPR018957	protein AED:0.20 eAED:0.20 QI:0|0.5|0.33|1|0.5|0.33|3|0|534
C2H2	transcription factor	Potra2n15c28711.2	IPR001841,IPR018957	protein AED:0.08 eAED:0.08 QI:0|1|1|1|1|1|2|718|513
WD40-like	transcription factor	Potra2n9c18852.2	IPR001680,IPR017986,IPR019775	protein AED:0.11 eAED:0.11 QI:638|1|1|1|0.77|0.8|10|438|1041
B3-Domain	transcription factor	Potra2n4c8501.1	IPR003340	protein AED:0.54 eAED:0.37 QI:0|-1|0|1|-1|1|1|0|151
C2C2-CO-like	transcription factor	Potra2n15c28727.1	IPR000315,IPR010402	protein AED:0.09 eAED:0.09 QI:544|1|1|1|1|1|2|607|429
AP2-EREBP	transcription factor	Potra2n15c28728.1	IPR001471	protein AED:0.20 eAED:0.20 QI:480|0.5|0.66|1|0|0|3|0|401
AP2-EREBP	transcription factor	Potra2n15c28728.2	IPR001471	protein AED:0.16 eAED:0.17 QI:674|0|0.5|1|0|0|2|0|401
C2H2	transcription factor	Potra2n15c28754.1	IPR001841	protein AED:0.12 eAED:0.12 QI:232|0.87|0.88|1|0.68|0.64|17|2596|478
C2H2	transcription factor	Potra2n15c28754.2	IPR001841	protein AED:0.13 eAED:0.13 QI:232|1|1|1|0.81|0.76|17|2596|451
TCP	transcription factor	Potra2n15c28752.1	IPR005333,IPR017887	protein AED:0.05 eAED:0.05 QI:464|1|1|1|0.33|0.25|4|430|400
CCHC(Zn)	transcription factor interactor and regulator	Potra2n15c28745.1	IPR001878	protein AED:0.35 eAED:0.09 QI:0|0|0|0.33|1|1|3|0|1405
Hap3/NF-YB	transcription factor	Potra2n15c28744.1	IPR003958,IPR009072	protein AED:0.34 eAED:0.38 QI:0|0.37|0.66|1|0.62|0.66|9|323|249
Hap3/NF-YB	transcription factor	Potra2n15c28744.2	IPR003958,IPR009072	protein AED:0.37 eAED:0.42 QI:0|0.8|0.83|1|1|1|6|323|186
Hap3/NF-YB	transcription factor	Potra2n15c28744.3	IPR003958,IPR009072	protein AED:0.44 eAED:0.54 QI:0|0.25|0.4|1|0.5|0.6|5|0|136
Hap3/NF-YB	transcription factor	Potra2n15c28744.4	IPR003958,IPR009072	protein AED:0.39 eAED:0.39 QI:0|0.66|0.75|1|1|1|4|323|141
MYB-HB-like	transcription factor	Potra2n15c28789.1	IPR001005,IPR009057,IPR015495,IPR017930	protein AED:0.12 eAED:0.12 QI:366|1|1|1|1|1|3|212|332
NAM	transcription factor	Potra2n15c28784.1	IPR003441	protein AED:0.13 eAED:0.13 QI:60|0.5|0.66|1|0.5|0.66|3|384|301
bZIP	transcription factor	Potra2n15c28778.1	IPR004827,IPR011616,IPR011700	protein AED:0.20 eAED:0.20 QI:0|-1|0|1|-1|1|1|0|209
bHLH	transcription factor	Potra2n15c28788.1	IPR011598	protein AED:0.09 eAED:0.09 QI:50|0.6|0.66|1|1|1|6|288|270
C2H2	transcription factor	Potra2n15c28776.1	IPR001841,IPR013083,IPR018957	protein AED:0.34 eAED:0.34 QI:0|-1|0|1|-1|1|1|0|418
WD40-like	transcription factor	Potra2n15c28761.1	IPR001680,IPR017986,IPR019775	protein AED:0.24 eAED:0.24 QI:324|0.90|0.93|0.96|0.87|0.90|32|655|1238
WD40-like	transcription factor	Potra2n15c28761.3	IPR001680,IPR017986,IPR019775	protein AED:0.25 eAED:0.24 QI:324|0.9|0.93|0.96|0.93|0.96|31|655|1229
WD40-like	transcription factor	Potra2n15c28761.4	IPR001680,IPR017986,IPR019775	protein AED:0.29 eAED:0.29 QI:0|0.86|0.9|0.96|0.86|0.86|30|655|1086
bHLH	transcription factor	Potra2n15c28775.3	IPR011598	protein AED:0.23 eAED:0.23 QI:679|0.91|0.84|1|0.66|0.53|13|378|524
bHLH	transcription factor	Potra2n15c28775.5	IPR011598	protein AED:0.22 eAED:0.22 QI:679|0.90|0.91|1|0.72|0.58|12|378|554
CCHC(Zn)	transcription factor interactor and regulator	Potra2n15c28773.1	IPR001878	protein AED:0.18 eAED:0.18 QI:360|0.88|0.9|1|0.77|0.9|10|299|552
CCHC(Zn)	transcription factor interactor and regulator	Potra2n15c28773.2	IPR001878	protein AED:0.25 eAED:0.25 QI:360|0.77|0.7|0.9|0.88|0.8|10|0|517
